from_stop_id,to_stop_id,transfer_type,min_transfer_time
stop_point:SP_1585,stop_point:SP_1585,2,1200
stop_point:SP_1585,stop_point:SP_1706,2,1200
stop_point:SP_1586,stop_point:SP_1586,2,180
stop_point:SP_1586,stop_point:SP_1950,2,180
stop_point:SP_1587,stop_point:SP_1587,2,180
stop_point:SP_1587,stop_point:SP_3182,2,180
stop_point:SP_1589,stop_point:SP_1589,2,180
stop_point:SP_1589,stop_point:SP_3303,2,180
stop_point:SP_1590,stop_point:SP_1590,2,180
stop_point:SP_1590,stop_point:SP_3796,2,180
stop_point:SP_1590,stop_point:SP_5552,2,180
stop_point:SP_1590,stop_point:SP_5567,2,180
stop_point:SP_1591,stop_point:SP_1591,2,180
stop_point:SP_1591,stop_point:SP_655,2,180
stop_point:SP_1595,stop_point:SP_1595,2,180
stop_point:SP_1595,stop_point:SP_2833,2,180
stop_point:SP_1596,stop_point:SP_1596,2,180
stop_point:SP_1597,stop_point:SP_1597,2,180
stop_point:SP_1597,stop_point:SP_3745,2,180
stop_point:SP_1598,stop_point:SP_1598,2,180
stop_point:SP_1598,stop_point:SP_3910,2,180
stop_point:SP_1599,stop_point:SP_1599,2,180
stop_point:SP_16,stop_point:SP_16,2,180
stop_point:SP_16,stop_point:SP_5,2,180
stop_point:SP_160,stop_point:SP_1485,2,180
stop_point:SP_160,stop_point:SP_160,2,180
stop_point:SP_1600,stop_point:SP_1600,2,180
stop_point:SP_1600,stop_point:SP_613,2,180
stop_point:SP_1602,stop_point:SP_1602,2,180
stop_point:SP_1602,stop_point:SP_2226,2,180
stop_point:SP_1602,stop_point:SP_2556,2,180
stop_point:SP_1602,stop_point:SP_2852,2,180
stop_point:SP_1602,stop_point:SP_2916,2,180
stop_point:SP_1602,stop_point:SP_2927,2,240
stop_point:SP_1602,stop_point:SP_2944,2,600
stop_point:SP_1602,stop_point:SP_3203,2,240
stop_point:SP_1602,stop_point:SP_5074,2,180
stop_point:SP_1602,stop_point:SP_644,2,180
stop_point:SP_1604,stop_point:SP_1604,2,180
stop_point:SP_1604,stop_point:SP_2351,2,180
stop_point:SP_1605,stop_point:SP_1605,3,
stop_point:SP_1605,stop_point:SP_2561,3,
stop_point:SP_1608,stop_point:SP_1608,2,180
stop_point:SP_1608,stop_point:SP_3809,2,180
stop_point:SP_1609,stop_point:SP_1609,2,180
stop_point:SP_1609,stop_point:SP_2755,2,180
stop_point:SP_161,stop_point:SP_161,2,180
stop_point:SP_161,stop_point:SP_3117,2,180
stop_point:SP_1610,stop_point:SP_1610,2,180
stop_point:SP_1610,stop_point:SP_2427,2,180
stop_point:SP_1612,stop_point:SP_1612,2,180
stop_point:SP_1612,stop_point:SP_4964,2,180
stop_point:SP_1612,stop_point:SP_4965,2,180
stop_point:SP_1612,stop_point:SP_820,2,180
stop_point:SP_1613,stop_point:SP_1613,2,180
stop_point:SP_1613,stop_point:SP_2854,2,180
stop_point:SP_1614,stop_point:SP_1614,2,180
stop_point:SP_1614,stop_point:SP_5200,2,180
stop_point:SP_1614,stop_point:SP_5205,2,180
stop_point:SP_1615,stop_point:SP_1615,2,180
stop_point:SP_1615,stop_point:SP_3275,2,180
stop_point:SP_1616,stop_point:SP_1616,2,180
stop_point:SP_1616,stop_point:SP_3052,2,180
stop_point:SP_1618,stop_point:SP_1089,2,180
stop_point:SP_1618,stop_point:SP_1618,2,180
stop_point:SP_1620,stop_point:SP_1620,2,180
stop_point:SP_1620,stop_point:SP_2968,2,180
stop_point:SP_1621,stop_point:SP_1502,2,180
stop_point:SP_1621,stop_point:SP_1621,2,180
stop_point:SP_1621,stop_point:SP_2029,2,180
stop_point:SP_1621,stop_point:SP_579,2,180
stop_point:SP_1622,stop_point:SP_1622,2,180
stop_point:SP_1622,stop_point:SP_1629,2,180
stop_point:SP_1623,stop_point:SP_1623,2,180
stop_point:SP_1623,stop_point:SP_3907,2,180
stop_point:SP_1625,stop_point:SP_1625,2,180
stop_point:SP_1625,stop_point:SP_339,2,180
stop_point:SP_1626,stop_point:SP_1626,2,180
stop_point:SP_1626,stop_point:SP_2551,2,180
stop_point:SP_1627,stop_point:SP_1627,2,180
stop_point:SP_1627,stop_point:SP_3750,2,180
stop_point:SP_1628,stop_point:SP_1628,2,180
stop_point:SP_1628,stop_point:SP_2995,2,180
stop_point:SP_1629,stop_point:SP_1622,2,180
stop_point:SP_1629,stop_point:SP_1629,2,180
stop_point:SP_1630,stop_point:SP_1630,2,180
stop_point:SP_1630,stop_point:SP_2762,2,180
stop_point:SP_1631,stop_point:SP_1631,2,180
stop_point:SP_1631,stop_point:SP_3078,2,180
stop_point:SP_1633,stop_point:SP_1633,2,180
stop_point:SP_1633,stop_point:SP_402,2,180
stop_point:SP_1634,stop_point:SP_1634,2,180
stop_point:SP_1634,stop_point:SP_1787,2,180
stop_point:SP_1635,stop_point:SP_1635,2,180
stop_point:SP_1635,stop_point:SP_1778,2,180
stop_point:SP_1635,stop_point:SP_1882,2,180
stop_point:SP_1635,stop_point:SP_201,2,180
stop_point:SP_1635,stop_point:SP_2021,2,180
stop_point:SP_1635,stop_point:SP_2373,2,180
stop_point:SP_1635,stop_point:SP_2676,2,180
stop_point:SP_1635,stop_point:SP_39,2,180
stop_point:SP_1635,stop_point:SP_5133,2,180
stop_point:SP_1635,stop_point:SP_5357,2,180
stop_point:SP_1635,stop_point:SP_631,2,180
stop_point:SP_1635,stop_point:SP_940,2,180
stop_point:SP_1635,stop_point:SP_962,2,180
stop_point:SP_1636,stop_point:SP_1636,2,180
stop_point:SP_1636,stop_point:SP_20,2,180
stop_point:SP_1639,stop_point:SP_1639,2,180
stop_point:SP_1639,stop_point:SP_2198,2,180
stop_point:SP_164,stop_point:SP_164,2,180
stop_point:SP_164,stop_point:SP_30,2,180
stop_point:SP_1640,stop_point:SP_1640,2,180
stop_point:SP_1640,stop_point:SP_3598,2,180
stop_point:SP_1644,stop_point:SP_1483,2,180
stop_point:SP_1644,stop_point:SP_1644,2,180
stop_point:SP_1644,stop_point:SP_4900,2,180
stop_point:SP_1644,stop_point:SP_4902,2,180
stop_point:SP_1645,stop_point:SP_1645,2,180
stop_point:SP_1645,stop_point:SP_1867,2,180
stop_point:SP_1646,stop_point:SP_1646,2,180
stop_point:SP_1646,stop_point:SP_2280,2,180
stop_point:SP_1647,stop_point:SP_1647,2,180
stop_point:SP_1648,stop_point:SP_1648,2,180
stop_point:SP_1648,stop_point:SP_2365,2,180
stop_point:SP_1649,stop_point:SP_1481,2,180
stop_point:SP_1649,stop_point:SP_1649,2,180
stop_point:SP_1649,stop_point:SP_5633,2,180
stop_point:SP_1651,stop_point:SP_1651,2,180
stop_point:SP_1651,stop_point:SP_1858,2,180
stop_point:SP_1652,stop_point:SP_1652,2,180
stop_point:SP_1652,stop_point:SP_2796,2,180
stop_point:SP_1653,stop_point:SP_1259,2,180
stop_point:SP_1653,stop_point:SP_1653,2,180
stop_point:SP_1653,stop_point:SP_3216,2,180
stop_point:SP_1654,stop_point:SP_1654,2,180
stop_point:SP_1654,stop_point:SP_709,2,180
stop_point:SP_1655,stop_point:SP_1655,2,180
stop_point:SP_1655,stop_point:SP_3270,2,180
stop_point:SP_1657,stop_point:SP_1657,2,180
stop_point:SP_1657,stop_point:SP_3800,2,180
stop_point:SP_1658,stop_point:SP_1004,2,180
stop_point:SP_1658,stop_point:SP_1658,2,180
stop_point:SP_166,stop_point:SP_166,2,180
stop_point:SP_166,stop_point:SP_3238,2,180
stop_point:SP_1660,stop_point:SP_1660,2,180
stop_point:SP_1660,stop_point:SP_1873,2,180
stop_point:SP_1661,stop_point:SP_1661,2,180
stop_point:SP_1661,stop_point:SP_3596,2,180
stop_point:SP_1662,stop_point:SP_1662,2,180
stop_point:SP_1662,stop_point:SP_3027,2,180
stop_point:SP_1663,stop_point:SP_1663,2,180
stop_point:SP_1663,stop_point:SP_894,2,180
stop_point:SP_1664,stop_point:SP_1664,2,180
stop_point:SP_1664,stop_point:SP_2037,2,180
stop_point:SP_1664,stop_point:SP_2913,2,180
stop_point:SP_1664,stop_point:SP_4483,2,180
stop_point:SP_1665,stop_point:SP_1132,2,180
stop_point:SP_1665,stop_point:SP_1521,2,180
stop_point:SP_1665,stop_point:SP_1665,2,180
stop_point:SP_1665,stop_point:SP_3020,2,180
stop_point:SP_1665,stop_point:SP_3541,2,180
stop_point:SP_1665,stop_point:SP_453,2,180
stop_point:SP_1666,stop_point:SP_1666,2,180
stop_point:SP_1666,stop_point:SP_1840,2,180
stop_point:SP_1667,stop_point:SP_1667,2,180
stop_point:SP_1668,stop_point:SP_1668,2,180
stop_point:SP_1668,stop_point:SP_188,2,180
stop_point:SP_1668,stop_point:SP_4899,2,180
stop_point:SP_167,stop_point:SP_167,2,180
stop_point:SP_167,stop_point:SP_2688,2,180
stop_point:SP_1670,stop_point:SP_1670,2,180
stop_point:SP_1670,stop_point:SP_2600,2,180
stop_point:SP_1671,stop_point:SP_1671,2,180
stop_point:SP_1671,stop_point:SP_3150,2,180
stop_point:SP_1672,stop_point:SP_1672,2,180
stop_point:SP_1672,stop_point:SP_3022,2,180
stop_point:SP_1673,stop_point:SP_1010,2,180
stop_point:SP_1673,stop_point:SP_1673,2,180
stop_point:SP_1673,stop_point:SP_2162,2,180
stop_point:SP_1673,stop_point:SP_2452,2,180
stop_point:SP_1673,stop_point:SP_2962,2,180
stop_point:SP_1673,stop_point:SP_3188,2,180
stop_point:SP_1673,stop_point:SP_3498,2,180
stop_point:SP_1673,stop_point:SP_799,2,180
stop_point:SP_1674,stop_point:SP_105,2,180
stop_point:SP_1674,stop_point:SP_1674,2,180
stop_point:SP_1674,stop_point:SP_2271,2,180
stop_point:SP_1674,stop_point:SP_779,2,180
stop_point:SP_1676,stop_point:SP_1676,2,180
stop_point:SP_1676,stop_point:SP_1976,2,180
stop_point:SP_1677,stop_point:SP_1677,2,180
stop_point:SP_1677,stop_point:SP_2405,2,180
stop_point:SP_1679,stop_point:SP_130,3,
stop_point:SP_1679,stop_point:SP_1679,3,
stop_point:SP_1679,stop_point:SP_4776,2,180
stop_point:SP_1679,stop_point:SP_4777,2,180
stop_point:SP_168,stop_point:SP_168,2,180
stop_point:SP_168,stop_point:SP_850,2,180
stop_point:SP_1680,stop_point:SP_1680,2,180
stop_point:SP_1680,stop_point:SP_3186,2,180
stop_point:SP_1681,stop_point:SP_1681,2,60
stop_point:SP_1681,stop_point:SP_2567,2,60
stop_point:SP_1681,stop_point:SP_2656,2,60
stop_point:SP_1681,stop_point:SP_5266,2,60
stop_point:SP_1681,stop_point:SP_602,2,60
stop_point:SP_1682,stop_point:SP_1682,2,180
stop_point:SP_1682,stop_point:SP_2620,2,180
stop_point:SP_1683,stop_point:SP_1683,2,180
stop_point:SP_1684,stop_point:SP_1684,2,180
stop_point:SP_1684,stop_point:SP_2253,2,180
stop_point:SP_1686,stop_point:SP_1686,2,180
stop_point:SP_1686,stop_point:SP_3977,2,180
stop_point:SP_169,stop_point:SP_1013,2,180
stop_point:SP_169,stop_point:SP_115,2,180
stop_point:SP_169,stop_point:SP_169,2,180
stop_point:SP_169,stop_point:SP_1889,2,180
stop_point:SP_169,stop_point:SP_505,2,180
stop_point:SP_169,stop_point:SP_781,2,180
stop_point:SP_1690,stop_point:SP_1690,2,180
stop_point:SP_1690,stop_point:SP_3304,2,180
stop_point:SP_1692,stop_point:SP_1692,2,180
stop_point:SP_1692,stop_point:SP_3505,2,180
stop_point:SP_1694,stop_point:SP_1694,2,180
stop_point:SP_1694,stop_point:SP_3620,2,180
stop_point:SP_1695,stop_point:SP_1695,2,180
stop_point:SP_1695,stop_point:SP_2622,2,180
stop_point:SP_1696,stop_point:SP_1696,2,180
stop_point:SP_1696,stop_point:SP_1765,2,180
stop_point:SP_1698,stop_point:SP_1698,2,180
stop_point:SP_1698,stop_point:SP_409,2,180
stop_point:SP_1699,stop_point:SP_11,2,180
stop_point:SP_1699,stop_point:SP_1699,2,180
stop_point:SP_17,stop_point:SP_17,2,180
stop_point:SP_1700,stop_point:SP_1700,2,180
stop_point:SP_1700,stop_point:SP_956,2,180
stop_point:SP_1701,stop_point:SP_1701,2,180
stop_point:SP_1702,stop_point:SP_147,2,180
stop_point:SP_1702,stop_point:SP_1572,2,180
stop_point:SP_1702,stop_point:SP_1702,2,180
stop_point:SP_1702,stop_point:SP_1984,2,180
stop_point:SP_1702,stop_point:SP_2574,2,180
stop_point:SP_1702,stop_point:SP_2884,2,180
stop_point:SP_1702,stop_point:SP_3415,2,180
stop_point:SP_1702,stop_point:SP_4021,2,180
stop_point:SP_1702,stop_point:SP_4109,2,180
stop_point:SP_1702,stop_point:SP_4709,2,180
stop_point:SP_1702,stop_point:SP_676,2,180
stop_point:SP_1704,stop_point:SP_1704,2,180
stop_point:SP_1704,stop_point:SP_2737,2,180
stop_point:SP_1704,stop_point:SP_2739,2,180
stop_point:SP_1704,stop_point:SP_3010,2,180
stop_point:SP_1706,stop_point:SP_1585,2,1200
stop_point:SP_1706,stop_point:SP_1706,2,1200
stop_point:SP_1707,stop_point:SP_1707,2,180
stop_point:SP_1707,stop_point:SP_3994,2,180
stop_point:SP_1708,stop_point:SP_1125,2,180
stop_point:SP_1708,stop_point:SP_1708,2,180
stop_point:SP_1708,stop_point:SP_4521,2,180
stop_point:SP_1708,stop_point:SP_4755,2,180
stop_point:SP_1708,stop_point:SP_4756,2,180
stop_point:SP_1708,stop_point:SP_5260,2,180
stop_point:SP_1710,stop_point:SP_1710,2,180
stop_point:SP_1710,stop_point:SP_398,2,180
stop_point:SP_1711,stop_point:SP_1711,2,180
stop_point:SP_1711,stop_point:SP_633,2,180
stop_point:SP_1712,stop_point:SP_1712,2,180
stop_point:SP_1712,stop_point:SP_1986,2,180
stop_point:SP_1713,stop_point:SP_1713,2,180
stop_point:SP_1713,stop_point:SP_3661,2,180
stop_point:SP_1716,stop_point:SP_1716,2,180
stop_point:SP_1716,stop_point:SP_3838,2,180
stop_point:SP_1717,stop_point:SP_1717,2,180
stop_point:SP_1717,stop_point:SP_3176,2,180
stop_point:SP_1718,stop_point:SP_1718,2,180
stop_point:SP_1718,stop_point:SP_219,2,180
stop_point:SP_1718,stop_point:SP_5142,2,180
stop_point:SP_1719,stop_point:SP_1719,2,180
stop_point:SP_1719,stop_point:SP_3015,2,180
stop_point:SP_172,stop_point:SP_172,2,180
stop_point:SP_172,stop_point:SP_3923,2,180
stop_point:SP_1720,stop_point:SP_1341,2,180
stop_point:SP_1720,stop_point:SP_1720,2,180
stop_point:SP_1721,stop_point:SP_1312,2,180
stop_point:SP_1721,stop_point:SP_1721,2,180
stop_point:SP_1724,stop_point:SP_1724,2,180
stop_point:SP_1724,stop_point:SP_2379,2,180
stop_point:SP_1725,stop_point:SP_1725,2,180
stop_point:SP_1725,stop_point:SP_2269,2,180
stop_point:SP_1728,stop_point:SP_1728,2,180
stop_point:SP_1728,stop_point:SP_3125,2,180
stop_point:SP_1729,stop_point:SP_1729,2,180
stop_point:SP_1729,stop_point:SP_3550,2,180
stop_point:SP_1731,stop_point:SP_1204,2,180
stop_point:SP_1731,stop_point:SP_1731,2,180
stop_point:SP_1733,stop_point:SP_1733,2,180
stop_point:SP_1733,stop_point:SP_794,2,180
stop_point:SP_1734,stop_point:SP_1734,2,180
stop_point:SP_1734,stop_point:SP_881,2,180
stop_point:SP_1735,stop_point:SP_1735,2,180
stop_point:SP_1735,stop_point:SP_899,2,180
stop_point:SP_1736,stop_point:SP_1736,2,180
stop_point:SP_1736,stop_point:SP_682,2,180
stop_point:SP_1736,stop_point:SP_836,2,180
stop_point:SP_1736,stop_point:SP_961,2,180
stop_point:SP_1737,stop_point:SP_1737,2,180
stop_point:SP_1737,stop_point:SP_2155,2,180
stop_point:SP_1737,stop_point:SP_4757,2,180
stop_point:SP_1738,stop_point:SP_1738,2,180
stop_point:SP_1738,stop_point:SP_2149,2,180
stop_point:SP_1739,stop_point:SP_1739,2,180
stop_point:SP_1739,stop_point:SP_3293,2,180
stop_point:SP_174,stop_point:SP_1288,2,180
stop_point:SP_174,stop_point:SP_174,2,180
stop_point:SP_1740,stop_point:SP_1122,2,180
stop_point:SP_1740,stop_point:SP_1740,2,180
stop_point:SP_1741,stop_point:SP_1741,2,180
stop_point:SP_1741,stop_point:SP_1801,2,180
stop_point:SP_1743,stop_point:SP_1743,2,180
stop_point:SP_1744,stop_point:SP_1397,2,180
stop_point:SP_1744,stop_point:SP_1744,2,180
stop_point:SP_1745,stop_point:SP_1745,2,180
stop_point:SP_1745,stop_point:SP_2070,2,180
stop_point:SP_1746,stop_point:SP_1746,2,180
stop_point:SP_1746,stop_point:SP_3694,2,180
stop_point:SP_1747,stop_point:SP_1403,2,180
stop_point:SP_1747,stop_point:SP_1747,2,180
stop_point:SP_1749,stop_point:SP_1749,2,180
stop_point:SP_1749,stop_point:SP_2418,2,180
stop_point:SP_175,stop_point:SP_1128,2,180
stop_point:SP_175,stop_point:SP_175,2,180
stop_point:SP_1751,stop_point:SP_1384,2,180
stop_point:SP_1751,stop_point:SP_1751,2,180
stop_point:SP_1752,stop_point:SP_1752,2,180
stop_point:SP_1752,stop_point:SP_3798,2,180
stop_point:SP_1753,stop_point:SP_1753,2,180
stop_point:SP_1753,stop_point:SP_435,2,180
stop_point:SP_1753,stop_point:SP_724,2,180
stop_point:SP_1754,stop_point:SP_1754,2,180
stop_point:SP_1754,stop_point:SP_2251,2,180
stop_point:SP_1754,stop_point:SP_2599,2,180
stop_point:SP_1754,stop_point:SP_2897,2,180
stop_point:SP_1754,stop_point:SP_3042,2,180
stop_point:SP_1754,stop_point:SP_3072,2,180
stop_point:SP_1754,stop_point:SP_3132,2,180
stop_point:SP_1754,stop_point:SP_3178,2,180
stop_point:SP_1754,stop_point:SP_3290,2,180
stop_point:SP_1754,stop_point:SP_3485,2,180
stop_point:SP_1754,stop_point:SP_3590,2,180
stop_point:SP_1755,stop_point:SP_1755,2,180
stop_point:SP_1755,stop_point:SP_3408,2,180
stop_point:SP_1757,stop_point:SP_1757,2,180
stop_point:SP_1757,stop_point:SP_2858,2,180
stop_point:SP_1758,stop_point:SP_12,2,180
stop_point:SP_1758,stop_point:SP_1758,2,180
stop_point:SP_1759,stop_point:SP_1759,2,180
stop_point:SP_1759,stop_point:SP_2195,2,180
stop_point:SP_1759,stop_point:SP_2304,2,180
stop_point:SP_1759,stop_point:SP_560,2,180
stop_point:SP_176,stop_point:SP_176,2,180
stop_point:SP_1760,stop_point:SP_1760,2,180
stop_point:SP_1760,stop_point:SP_3252,2,180
stop_point:SP_1761,stop_point:SP_1761,2,180
stop_point:SP_1761,stop_point:SP_2689,2,180
stop_point:SP_1763,stop_point:SP_1763,2,180
stop_point:SP_1763,stop_point:SP_860,2,180
stop_point:SP_1764,stop_point:SP_1764,2,180
stop_point:SP_1764,stop_point:SP_3758,2,180
stop_point:SP_1765,stop_point:SP_1696,2,180
stop_point:SP_1765,stop_point:SP_1765,2,180
stop_point:SP_1766,stop_point:SP_1766,2,180
stop_point:SP_1766,stop_point:SP_2146,2,180
stop_point:SP_1766,stop_point:SP_2851,2,180
stop_point:SP_1766,stop_point:SP_2934,2,180
stop_point:SP_1766,stop_point:SP_3227,2,180
stop_point:SP_1766,stop_point:SP_3374,2,180
stop_point:SP_1766,stop_point:SP_4517,2,180
stop_point:SP_1766,stop_point:SP_601,2,180
stop_point:SP_1766,stop_point:SP_841,2,180
stop_point:SP_1766,stop_point:SP_906,2,180
stop_point:SP_1766,stop_point:SP_93,2,180
stop_point:SP_1767,stop_point:SP_1767,2,180
stop_point:SP_1767,stop_point:SP_3024,2,180
stop_point:SP_1768,stop_point:SP_1768,2,180
stop_point:SP_1768,stop_point:SP_2718,2,180
stop_point:SP_1769,stop_point:SP_1027,2,180
stop_point:SP_1769,stop_point:SP_1769,2,180
stop_point:SP_1769,stop_point:SP_5560,2,180
stop_point:SP_1770,stop_point:SP_1770,2,180
stop_point:SP_1770,stop_point:SP_3635,2,180
stop_point:SP_1771,stop_point:SP_1771,2,180
stop_point:SP_1771,stop_point:SP_2394,2,180
stop_point:SP_1772,stop_point:SP_1772,2,180
stop_point:SP_1772,stop_point:SP_1972,2,180
stop_point:SP_1772,stop_point:SP_4903,2,180
stop_point:SP_1773,stop_point:SP_1773,2,180
stop_point:SP_1773,stop_point:SP_1796,2,180
stop_point:SP_1774,stop_point:SP_1774,2,180
stop_point:SP_1774,stop_point:SP_4880,2,180
stop_point:SP_1775,stop_point:SP_1775,2,180
stop_point:SP_1775,stop_point:SP_1939,2,180
stop_point:SP_1775,stop_point:SP_2598,2,180
stop_point:SP_1775,stop_point:SP_326,2,180
stop_point:SP_1775,stop_point:SP_3266,2,180
stop_point:SP_1775,stop_point:SP_3476,2,180
stop_point:SP_1775,stop_point:SP_3527,2,180
stop_point:SP_1775,stop_point:SP_5037,2,180
stop_point:SP_1775,stop_point:SP_5128,2,180
stop_point:SP_1775,stop_point:SP_5129,2,180
stop_point:SP_1775,stop_point:SP_681,2,180
stop_point:SP_1775,stop_point:SP_793,2,180
stop_point:SP_1776,stop_point:SP_1228,2,180
stop_point:SP_1776,stop_point:SP_1776,2,180
stop_point:SP_1776,stop_point:SP_1808,2,180
stop_point:SP_1777,stop_point:SP_1777,2,180
stop_point:SP_1777,stop_point:SP_2432,2,180
stop_point:SP_1778,stop_point:SP_1635,2,180
stop_point:SP_1778,stop_point:SP_1778,2,180
stop_point:SP_1778,stop_point:SP_1882,2,180
stop_point:SP_1778,stop_point:SP_201,2,180
stop_point:SP_1778,stop_point:SP_2021,2,180
stop_point:SP_1778,stop_point:SP_2373,2,180
stop_point:SP_1778,stop_point:SP_2676,2,180
stop_point:SP_1778,stop_point:SP_39,2,180
stop_point:SP_1778,stop_point:SP_5133,2,180
stop_point:SP_1778,stop_point:SP_5357,2,180
stop_point:SP_1778,stop_point:SP_631,2,180
stop_point:SP_1778,stop_point:SP_940,2,180
stop_point:SP_1778,stop_point:SP_962,2,180
stop_point:SP_1779,stop_point:SP_1569,2,180
stop_point:SP_1779,stop_point:SP_1779,2,180
stop_point:SP_1781,stop_point:SP_1395,2,180
stop_point:SP_1781,stop_point:SP_1781,2,180
stop_point:SP_1782,stop_point:SP_1782,2,180
stop_point:SP_1782,stop_point:SP_2692,2,180
stop_point:SP_1783,stop_point:SP_1783,2,180
stop_point:SP_1783,stop_point:SP_2724,2,180
stop_point:SP_1785,stop_point:SP_1202,2,180
stop_point:SP_1785,stop_point:SP_1785,2,180
stop_point:SP_1787,stop_point:SP_1634,2,180
stop_point:SP_1787,stop_point:SP_1787,2,180
stop_point:SP_1788,stop_point:SP_1788,2,180
stop_point:SP_1788,stop_point:SP_3286,2,180
stop_point:SP_1789,stop_point:SP_1789,2,180
stop_point:SP_1789,stop_point:SP_5521,2,180
stop_point:SP_1789,stop_point:SP_5523,2,180
stop_point:SP_1789,stop_point:SP_712,2,180
stop_point:SP_179,stop_point:SP_1511,2,180
stop_point:SP_179,stop_point:SP_179,2,180
stop_point:SP_1790,stop_point:SP_1790,2,180
stop_point:SP_1790,stop_point:SP_413,2,180
stop_point:SP_1791,stop_point:SP_1242,2,180
stop_point:SP_1791,stop_point:SP_1562,2,180
stop_point:SP_1791,stop_point:SP_1791,2,180
stop_point:SP_1792,stop_point:SP_1792,2,180
stop_point:SP_1792,stop_point:SP_3690,2,180
stop_point:SP_1792,stop_point:SP_4110,2,180
stop_point:SP_1792,stop_point:SP_4111,2,180
stop_point:SP_1795,stop_point:SP_1795,2,180
stop_point:SP_1795,stop_point:SP_3893,2,180
stop_point:SP_1796,stop_point:SP_1773,2,180
stop_point:SP_1796,stop_point:SP_1796,2,180
stop_point:SP_1797,stop_point:SP_1797,2,180
stop_point:SP_1797,stop_point:SP_2951,2,180
stop_point:SP_1799,stop_point:SP_158,2,180
stop_point:SP_1799,stop_point:SP_1799,2,180
stop_point:SP_180,stop_point:SP_180,2,180
stop_point:SP_180,stop_point:SP_736,2,180
stop_point:SP_1801,stop_point:SP_1741,2,180
stop_point:SP_1801,stop_point:SP_1801,2,180
stop_point:SP_1802,stop_point:SP_1802,2,180
stop_point:SP_1802,stop_point:SP_3895,2,180
stop_point:SP_1803,stop_point:SP_1803,2,180
stop_point:SP_1803,stop_point:SP_1959,2,180
stop_point:SP_1806,stop_point:SP_1806,2,180
stop_point:SP_1806,stop_point:SP_508,2,180
stop_point:SP_1808,stop_point:SP_1228,2,180
stop_point:SP_1808,stop_point:SP_1776,2,180
stop_point:SP_1808,stop_point:SP_1808,2,180
stop_point:SP_1809,stop_point:SP_1336,2,180
stop_point:SP_1809,stop_point:SP_1809,2,180
stop_point:SP_1809,stop_point:SP_2063,2,180
stop_point:SP_1809,stop_point:SP_2664,2,180
stop_point:SP_1809,stop_point:SP_3519,2,180
stop_point:SP_1809,stop_point:SP_461,2,180
stop_point:SP_1809,stop_point:SP_5380,2,180
stop_point:SP_181,stop_point:SP_1000,2,180
stop_point:SP_181,stop_point:SP_181,2,180
stop_point:SP_1811,stop_point:SP_1811,2,180
stop_point:SP_1811,stop_point:SP_2268,2,180
stop_point:SP_1812,stop_point:SP_1812,3,
stop_point:SP_1812,stop_point:SP_401,3,
stop_point:SP_1815,stop_point:SP_1815,2,180
stop_point:SP_1815,stop_point:SP_2614,2,180
stop_point:SP_1819,stop_point:SP_1057,2,180
stop_point:SP_1819,stop_point:SP_1819,2,180
stop_point:SP_1820,stop_point:SP_1820,2,180
stop_point:SP_1820,stop_point:SP_690,2,180
stop_point:SP_1821,stop_point:SP_1821,2,180
stop_point:SP_1821,stop_point:SP_3206,2,180
stop_point:SP_1823,stop_point:SP_1823,2,180
stop_point:SP_1823,stop_point:SP_3335,2,180
stop_point:SP_1824,stop_point:SP_1824,2,180
stop_point:SP_1824,stop_point:SP_3588,2,180
stop_point:SP_1826,stop_point:SP_1826,2,180
stop_point:SP_1826,stop_point:SP_1876,2,180
stop_point:SP_1828,stop_point:SP_1828,2,180
stop_point:SP_1828,stop_point:SP_971,2,180
stop_point:SP_183,stop_point:SP_183,2,180
stop_point:SP_183,stop_point:SP_3310,2,180
stop_point:SP_1830,stop_point:SP_1830,2,180
stop_point:SP_1830,stop_point:SP_3881,2,180
stop_point:SP_1831,stop_point:SP_1249,2,180
stop_point:SP_1831,stop_point:SP_1831,2,180
stop_point:SP_1831,stop_point:SP_2054,2,180
stop_point:SP_1831,stop_point:SP_2701,2,180
stop_point:SP_1831,stop_point:SP_3055,2,180
stop_point:SP_1831,stop_point:SP_319,2,180
stop_point:SP_1831,stop_point:SP_3546,2,180
stop_point:SP_1831,stop_point:SP_4007,2,180
stop_point:SP_1831,stop_point:SP_4009,2,180
stop_point:SP_1831,stop_point:SP_912,2,180
stop_point:SP_1833,stop_point:SP_1833,2,180
stop_point:SP_1833,stop_point:SP_3035,2,180
stop_point:SP_1834,stop_point:SP_1156,2,180
stop_point:SP_1834,stop_point:SP_1834,2,180
stop_point:SP_1835,stop_point:SP_1835,2,180
stop_point:SP_1836,stop_point:SP_1836,3,
stop_point:SP_1836,stop_point:SP_3552,3,
stop_point:SP_1837,stop_point:SP_1837,2,180
stop_point:SP_1837,stop_point:SP_2242,2,180
stop_point:SP_1838,stop_point:SP_1838,2,180
stop_point:SP_1839,stop_point:SP_1839,2,180
stop_point:SP_1839,stop_point:SP_3170,2,180
stop_point:SP_1840,stop_point:SP_1666,2,180
stop_point:SP_1840,stop_point:SP_1840,2,180
stop_point:SP_1841,stop_point:SP_1841,2,180
stop_point:SP_1842,stop_point:SP_1842,2,180
stop_point:SP_1842,stop_point:SP_632,2,180
stop_point:SP_1843,stop_point:SP_1843,2,180
stop_point:SP_1844,stop_point:SP_1844,2,180
stop_point:SP_1844,stop_point:SP_2730,2,180
